rank,name,repo,github_url,category,language,stars,forks,open_issues,created,last_update,days_since_update,trend_score,trend_rank,priority,phase,editorial_pick,pub_dev,youtube_signal,yt_search,topics,description,planned_title,slug,status
446,grouped_list,Dimibe/grouped_list,https://github.com/Dimibe/grouped_list,Library/Tooling,Dart,416,108,63,2019-08-12,2025-11-21,237,187,420,Low,P9,,https://pub.dev/packages/grouped_list,Low,https://www.youtube.com/results?search_query=flutter+grouped-list,"dart, flutter, flutter-package",A Flutter ListView in which items can be grouped into sections.,grouped_list: a Flutter developer's guide,grouped-list,Planned
447,SpringNote,Radiant303/SpringNote,https://github.com/Radiant303/SpringNote,Library/Tooling,Dart,416,43,7,2026-06-20,2026-07-16,0,416,340,Medium,P7,,,Low,https://www.youtube.com/results?search_query=flutter+springnote,,懒人实习记录工具,SpringNote: a Flutter developer's guide,springnote,Planned
448,tonkatsu_box,hacan359/tonkatsu_box,https://github.com/hacan359/tonkatsu_box,Animation,Dart,414,15,11,2026-02-03,2026-07-16,0,414,342,Medium,P7,,https://pub.dev/packages/tonkatsu_box,Low,https://www.youtube.com/results?search_query=flutter+tonkatsu-box,"android-app, anime-tracker, backlog-tracker, collection-manager, dart, flutter","Free open-source app to organize collections of retro games, movies, TV shows & anime. Track progress, rate favorites, create visual boards, share with friends.",Beautiful Flutter animations with tonkatsu_box,tonkatsu-box,Planned
449,pilipro,naaammme/pilipro,https://github.com/naaammme/pilipro,Backend/Data,Dart,412,17,21,2025-10-24,2026-03-12,126,268,390,Low,P8,,,Low,https://www.youtube.com/results?search_query=flutter+pilipro,,使用Flutter开发的BiliBili第三方安卓客户端，对piliplus做了最小化修改，增加一些自用功能——自动记录评论和弹幕，应用内小窗。小字：pro是PeRsOnal的缩写，非professional（由于种种原因此项目已不再更新维护，转而维护新的客户端https://github.com/naaammme/b,Data & backend in Flutter using pilipro,pilipro,Planned
450,OpenlibExtended,warreth/OpenlibExtended,https://github.com/warreth/OpenlibExtended,Backend/Data,Dart,409,15,20,2026-01-07,2026-03-04,134,266,392,Low,P8,,,Low,https://www.youtube.com/results?search_query=flutter+openlibextended,"annas-archive, archiving, books, ebook, ebook-downloader, ereader",An Open source app to download and read books from shadow library (Anna’s Archive),Data & backend in Flutter using OpenlibExtended,openlibextended,Planned
451,flutter_smart_select,davigmacode/flutter_smart_select,https://github.com/davigmacode/flutter_smart_select,Library/Tooling,Dart,406,258,1,2019-11-25,2023-10-03,1017,102,474,Low,P10,,https://pub.dev/packages/flutter_smart_select,Low,https://www.youtube.com/results?search_query=flutter+flutter-smart-select,"checkbox, choice, dart, dropdown, flutter, flutter-package","SmartSelect allows you to easily convert your usual form select or dropdown into dynamic page, popup dialog, or sliding bottom sheet with various choices input ",flutter_smart_select: a Flutter developer's guide,flutter-smart-select,Planned
452,MoviePilotLite,singleton-altman/MoviePilotLite,https://github.com/singleton-altman/MoviePilotLite,App/Template,Dart,404,29,4,2026-01-30,2026-07-15,1,404,345,Medium,P7,,,Low,https://www.youtube.com/results?search_query=flutter+moviepilotlite,"app, flutter, moviepilot, nas",MoviePilot移动端，基于 Flutter 实现。,Inside MoviePilotLite: an open-source Flutter app worth studying,moviepilotlite,Planned
453,skills,dart-lang/skills,https://github.com/dart-lang/skills,Library/Tooling,Dart,403,25,4,2026-02-25,2026-07-10,6,403,346,Medium,P7,,,Low,https://www.youtube.com/results?search_query=flutter+skills,,,skills: a Flutter developer's guide,skills,Planned
454,LINUX-DO,R-lz/LINUX-DO,https://github.com/R-lz/LINUX-DO,Library/Tooling,Dart,403,37,16,2025-01-23,2025-04-17,455,101,475,Low,P10,,,Low,https://www.youtube.com/results?search_query=flutter+linux-do,,一个简单的L站的移动端,LINUX-DO: a Flutter developer's guide,linux-do,Planned
455,flutter_wallet_app,TheAlphamerc/flutter_wallet_app,https://github.com/TheAlphamerc/flutter_wallet_app,Animation,Dart,402,153,0,2020-02-23,2021-10-22,1728,100,476,Low,P10,,https://pub.dev/packages/flutter_wallet_app,Low,https://www.youtube.com/results?search_query=flutter+flutter-wallet-app,"flutter-animation, flutter-app, flutter-apps, flutter-demo, flutter-examples, flutter-material",Wallet app built in flutter,Beautiful Flutter animations with flutter_wallet_app,flutter-wallet-app,Planned
456,flutter_template,wednesday-solutions/flutter_template,https://github.com/wednesday-solutions/flutter_template,State management,Dart,401,82,7,2020-07-21,2024-06-28,748,100,477,Low,P10,,https://pub.dev/packages/flutter_template,Low,https://www.youtube.com/results?search_query=flutter+flutter-template,"autoroute, clean-architecture, dart, dio, e2e-tests, flutter","A Flutter template application showcasing - Clean architecture, Responsive design, State management, Decoupled widgets using the connector pattern, Dependency I",State management in Flutter with flutter_template: a practical guide,flutter-template,Planned
457,flutter,gemini-cli-extensions/flutter,https://github.com/gemini-cli-extensions/flutter,Library/Tooling,Dart,398,26,20,2025-09-15,2026-03-02,136,259,393,Low,P8,,,Low,https://www.youtube.com/results?search_query=flutter+flutter,,,flutter: a Flutter developer's guide,flutter,Planned
458,flutter-timeline,softmarshmallow/flutter-timeline,https://github.com/softmarshmallow/flutter-timeline,UI/Components,Dart,397,48,9,2020-08-05,2024-05-21,786,99,478,Low,P10,,,Low,https://www.youtube.com/results?search_query=flutter+flutter-timeline,"calendar, customizable, events, flutter, flutter-timeline, flutter-widget",⌚️ Flutter timelines,Build better Flutter UI with flutter-timeline,flutter-timeline,Planned
459,FlutterWidgetGuide,annshsingh/FlutterWidgetGuide,https://github.com/annshsingh/FlutterWidgetGuide,UI/Components,Dart,395,74,8,2019-03-27,2020-10-26,2089,99,479,Low,P10,,,Low,https://www.youtube.com/results?search_query=flutter+flutterwidgetguide,"appdevelopment, dart, dartlang, flutter, flutter-app, flutter-apps",A flutter appliction listing all the widgets covered in Flutter widget of the week playlist.,Build better Flutter UI with FlutterWidgetGuide,flutterwidgetguide,Planned
460,flutter_sequence_animation,Norbert515/flutter_sequence_animation,https://github.com/Norbert515/flutter_sequence_animation,Animation,Dart,392,32,1,2018-06-07,2022-09-20,1395,98,480,Low,P10,,https://pub.dev/packages/flutter_sequence_animation,Low,https://www.youtube.com/results?search_query=flutter+flutter-sequence-animation,,Orchestrate multiple animations with ease.,Beautiful Flutter animations with flutter_sequence_animation,flutter-sequence-animation,Planned
461,Flutter-food-delivery-app-ui,afgprogrammer/Flutter-food-delivery-app-ui,https://github.com/afgprogrammer/Flutter-food-delivery-app-ui,Animation,Dart,387,104,1,2019-09-28,2025-02-03,528,97,481,Low,P10,,,Low,https://www.youtube.com/results?search_query=flutter+flutter-food-delivery-app-ui,"flutter, flutter-animation, flutter-app, flutter-delivery-app, flutter-design, flutter-example",Flutter Food Delivery Application design and Animation - day 3,Beautiful Flutter animations with Flutter-food-delivery-app-ui,flutter-food-delivery-app-ui,Planned
462,PlayTorrioV2,ayman708-UX/PlayTorrioV2,https://github.com/ayman708-UX/PlayTorrioV2,Library/Tooling,Dart,387,36,42,2026-02-27,2026-07-01,15,387,348,Medium,P7,,,Low,https://www.youtube.com/results?search_query=flutter+playtorriov2,,,PlayTorrioV2: a Flutter developer's guide,playtorriov2,Planned
463,OllamaTalk,shinhyo/OllamaTalk,https://github.com/shinhyo/OllamaTalk,AI/ML,Dart,384,29,6,2025-01-12,2025-06-15,396,96,482,Low,P10,,,Low,https://www.youtube.com/results?search_query=flutter+ollamatalk,ollama,"🤖 A fully local, cross-platform AI chat application powered by Ollama. Chat securely across macOS, Windows, Linux, Android, and iOS - no cloud required.",Add AI to your Flutter app with OllamaTalk,ollamatalk,Planned
464,flutter_colorpicker,mchome/flutter_colorpicker,https://github.com/mchome/flutter_colorpicker,State management,Dart,383,234,44,2018-02-23,2026-02-17,149,249,397,Low,P8,,https://pub.dev/packages/flutter_colorpicker,Low,https://www.youtube.com/results?search_query=flutter+flutter-colorpicker,"block, color-picker, flutter, flutter-package, grid, hsb",HSV(HSB)/HSL/RGB/Material color picker inspired by all the good design for your amazing flutter apps.,State management in Flutter with flutter_colorpicker: a practical guide,flutter-colorpicker,Planned
465,Moonfin-Core,Moonfin-Client/Moonfin-Core,https://github.com/Moonfin-Client/Moonfin-Core,Library/Tooling,Dart,382,54,51,2026-03-25,2026-07-16,0,382,350,Medium,P7,,,Low,https://www.youtube.com/results?search_query=flutter+moonfin-core,,"A premium Jellyfin Client for Android Mobile, Android TV, iOS, Linux, MacOS, Tizen, tvOS, Web, and Windows",Moonfin-Core: a Flutter developer's guide,moonfin-core,Planned
466,nocterm,Norbert515/nocterm,https://github.com/Norbert515/nocterm,UI/Components,Dart,381,40,19,2025-09-03,2026-06-24,22,381,351,Low,P8,,,Low,https://www.youtube.com/results?search_query=flutter+nocterm,,"A powerful, Flutter-inspired Terminal User Interface framework for building beautiful command-line applications in Dart.",Build better Flutter UI with nocterm,nocterm,Planned
467,overlay_support,boyan01/overlay_support,https://github.com/boyan01/overlay_support,Library/Tooling,Dart,379,103,5,2019-01-16,2023-10-04,1016,95,483,Low,P10,,https://pub.dev/packages/overlay_support,Low,https://www.youtube.com/results?search_query=flutter+overlay-support,"flutter, flutter-package, notifications, overlay, overlay-support, toast",a flutter toast and notification library,overlay_support: a Flutter developer's guide,overlay-support,Planned
468,titled_navigation_bar,pedromassango/titled_navigation_bar,https://github.com/pedromassango/titled_navigation_bar,Animation,Dart,375,59,4,2019-03-10,2021-11-30,1689,94,484,Low,P10,,https://pub.dev/packages/titled_navigation_bar,Low,https://www.youtube.com/results?search_query=flutter+titled-navigation-bar,"android-studio, bottom-navigation, bottom-navigation-view, bottomnavigationbar, bottomnavigationview, dart-library",A beautiful and simple bottom navigation bar with smooth animation when switching selected item.,Beautiful Flutter animations with titled_navigation_bar,titled-navigation-bar,Planned
469,fluttium,wolfenrain/fluttium,https://github.com/wolfenrain/fluttium,Library/Tooling,Dart,372,9,48,2022-10-08,2024-05-06,801,93,485,Low,P10,,https://pub.dev/packages/fluttium,Low,https://www.youtube.com/results?search_query=flutter+fluttium,"cli, command-line, command-line-tool, dart, dart-package, flutter","Fluttium, the user flow testing tool for Flutter",fluttium: a Flutter developer's guide,fluttium,Planned
470,flutter_ui_challenge_filter_menu,MarcinusX/flutter_ui_challenge_filter_menu,https://github.com/MarcinusX/flutter_ui_challenge_filter_menu,Animation,Dart,369,112,2,2018-04-26,2018-11-13,2802,92,486,Low,P10,,https://pub.dev/packages/flutter_ui_challenge_filter_menu,Low,https://www.youtube.com/results?search_query=flutter+flutter-ui-challenge-filter-menu,"animation, challenge, design, dribbble, flutter, mobile",My first Flutter UI challenge.,Beautiful Flutter animations with flutter_ui_challenge_filter_menu,flutter-ui-challenge-filter-menu,Planned
471,liquid_glass_widgets,sdegenaar/liquid_glass_widgets,https://github.com/sdegenaar/liquid_glass_widgets,Animation,Dart,368,52,12,2025-12-12,2026-07-15,1,368,353,Low,P8,,https://pub.dev/packages/liquid_glass_widgets,Low,https://www.youtube.com/results?search_query=flutter+liquid-glass-widgets,"apple-design, dart, flutter, flutter-widgets, fragment-shader, glassmorphism","Flutter UI kit implementing Apple's iOS 26 Liquid Glass design language - a comprehensive glass widget library with real shader-based blur, physics-driven jelly",Beautiful Flutter animations with liquid_glass_widgets,liquid-glass-widgets,Planned
472,flutter_villains,Norbert515/flutter_villains,https://github.com/Norbert515/flutter_villains,Animation,Dart,367,34,6,2018-06-04,2022-08-26,1420,92,487,Low,P10,,https://pub.dev/packages/flutter_villains,Low,https://www.youtube.com/results?search_query=flutter+flutter-villains,"animation, flutter, transitions, villains",Flexible and easy to use page transitions.,Beautiful Flutter animations with flutter_villains,flutter-villains,Planned
473,fancy_on_boarding,xsahil03x/fancy_on_boarding,https://github.com/xsahil03x/fancy_on_boarding,UI/Components,Dart,366,79,9,2018-08-05,2023-09-19,1031,92,488,Low,P10,,https://pub.dev/packages/fancy_on_boarding,Low,https://www.youtube.com/results?search_query=flutter+fancy-on-boarding,"dart, flutter, flutter-package, flutter-ui, google-flutter, hacktoberfest",Fancy OnBoarding Screen Library,Build better Flutter UI with fancy_on_boarding,fancy-on-boarding,Planned
474,snapping_sheet,AdamJonsson/snapping_sheet,https://github.com/AdamJonsson/snapping_sheet,UI/Components,Dart,365,49,26,2019-10-04,2022-05-19,1519,91,489,Low,P10,,https://pub.dev/packages/snapping_sheet,Low,https://www.youtube.com/results?search_query=flutter+snapping-sheet,flutter-package,A package that provides a highly customizable sheet widget that snaps to different vertical & horizontal positions!,Build better Flutter UI with snapping_sheet,snapping-sheet,Planned
475,Flutter-InfiniteCards,BakerJQ/Flutter-InfiniteCards,https://github.com/BakerJQ/Flutter-InfiniteCards,Animation,Dart,363,51,0,2019-04-01,2019-05-15,2619,91,490,Low,P10,,,Low,https://www.youtube.com/results?search_query=flutter+flutter-infinitecards,"animation, card, cards, cardview, flutter","An infinite card switching UI for Flutter, support custom animation 自定义实现神奇动效的卡片切换视图",Beautiful Flutter animations with Flutter-InfiniteCards,flutter-infinitecards,Planned
476,flutter_unionad,gstory0404/flutter_unionad,https://github.com/gstory0404/flutter_unionad,UI/Components,Dart,361,84,33,2020-08-21,2026-05-22,55,307,376,Low,P8,,https://pub.dev/packages/flutter_unionad,Low,https://www.youtube.com/results?search_query=flutter+flutter-unionad,"flutter, flutter-ads, flutter-plugin, flutter-widget",字节跳动 穿山甲广告SDK Bytedance-UnionAD flutter版本插件,Build better Flutter UI with flutter_unionad,flutter-unionad,Planned
477,HyperIsland,1812z/HyperIsland,https://github.com/1812z/HyperIsland,Library/Tooling,Dart,358,28,11,2026-03-14,2026-07-15,1,358,359,Low,P8,,,Low,https://www.youtube.com/results?search_query=flutter+hyperisland,"android, flutter, hyperos, xposed",HyperOS 3 Dynamic  Island Enhancer,HyperIsland: a Flutter developer's guide,hyperisland,Planned
478,china-dictatroship-7,cirosantilli/china-dictatroship-7,https://github.com/cirosantilli/china-dictatroship-7,AI/ML,HTML,357,37,46,2021-08-18,2026-02-05,161,232,403,Low,P9,,,Low,https://www.youtube.com/results?search_query=flutter+china-dictatroship-7,,反中共政治宣传库。Anti Chinese government propaganda. https://github.com/cirosantilli/china-dictatorship 的备份backup. 住在中国真名用户的网友请别给星星，不然你要被警察请喝茶。常见问答集，新闻集和饭店和音乐建议。卐习万岁卐。冠,Add AI to your Flutter app with china-dictatroship-7,china-dictatroship-7,Planned
